Source,File,Method,Code_Smell,Line_no,Start_line,End_line,Details
dataset,ff_isac.py,file_level,Long statement,442,,,Line 442 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_isac.py,file_level,Long statement,464,,,Line 464 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_isac.py,file_level,Long statement,508,,,Line 508 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_isac.py,file_level,Long statement,569,,,Line 569 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_isac.py,file_level,Long statement,575,,,Line 575 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_isac.py,file_level,Long statement,581,,,Line 581 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_isac.py,file_level,Long statement,595,,,Line 595 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_isac.py,file_level,Long identifier,52,,,Identifier 'unreplicate_batch_dim' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,54,,,Identifier 'total_timestep_checker' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,128,,,Identifier 'target_entropy_scale' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,342,,,Identifier 'update_actor_and_alpha' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,346,,,Identifier 'policy_update_delay' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,400,,,Identifier 'policy_update_delay' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,431,,,Identifier 'ObservationGlobalState' has 25 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,513,,,Identifier 'make_ff_eval_act_fn' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,535,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,554,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,567,,,Identifier 'unreplicate_batch_dim' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,file_level,Long identifier,595,,,Identifier 'abs_metric_evaluator' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_isac.py,init,Magic number,104,,,Magic number 6 found in 'init'. Define as KEY_SPLIT_COUNT = 6.
dataset,ff_isac.py,init,Magic number,184,,,Magic number 4 found in 'init'. Define as KEY_SHAPE_DIMENSIONS = 4.
dataset,ff_isac.py,make_update_fns,Magic number,392,,,Magic number 4 found in 'make_update_fns'. Define as KEY_SPLIT_COUNT = 4.
dataset,ff_isac.py,make_update_fns,Magic number,453,,,Magic number 3 found in 'make_update_fns'. Define as KEY_SPLIT_COUNT = 3.
dataset,ff_isac.py,file_level,Long lambda function,96,,,Lambda at line 96 has 95 characters (threshold: 80). Convert to named function.
dataset,ff_isac.py,init,Long message chain,96,,,Message chain at line 96 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,init,Long message chain,109,,,Message chain at line 109 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,init,Long message chain,196,,,Message chain at line 196 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,init,Long message chain,199,,,Message chain at line 199 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,init,Long message chain,200,,,Message chain at line 200 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,run_experiment,Long message chain,535,,,Message chain at line 535 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,run_experiment,Long message chain,554,,,Message chain at line 554 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,run_experiment,Long message chain,569,,,Message chain at line 569 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_isac.py,run_experiment,Long message chain,581,,,Message chain at line 581 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,rec_ippo.py,_update_step,Complex method,,69,408,Method '_update_step' has cyclomatic complexity of 15 (threshold: 7). Extract nested conditions into separate methods.
dataset,rec_ippo.py,_update_epoch,Complex method,,205,381,Method '_update_epoch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,rec_ippo.py,_update_minibatch,Complex method,,208,338,Method '_update_minibatch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,rec_ippo.py,get_learner_fn,Long method,,59,439,Method 'get_learner_fn' has 380 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,learner_setup,Long method,,442,580,Method 'learner_setup' has 138 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,run_experiment,Long method,,583,722,Method 'run_experiment' has 139 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,_actor_loss_fn,Long parameter list,214,,,Method '_actor_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object for actor loss calculation.
dataset,rec_ippo.py,_critic_loss_fn,Long parameter list,249,,,Method '_critic_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object for critic loss calculation.
dataset,rec_ippo.py,_update_minibatch,Long parameter list,208,,,Method '_update_minibatch' has 5 parameters (threshold: 4). Consider introducing a parameter object for minibatch updates.
dataset,rec_ippo.py,file_level,Long statement,108,,,Line 108 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,132,,,Line 132 has 125 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,170,,,Line 170 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,224,,,Line 224 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,226,,,Line 226 has 125 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,258,,,Line 258 has 125 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,263,,,Line 263 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,264,,,Line 264 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,268,,,Line 268 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,287,,,Line 287 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,347,,,Line 347 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,348,,,Line 348 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,349,,,Line 349 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,350,,,Line 350 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,360,,,Line 360 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,361,,,Line 361 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,431,,,Line 431 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,492,,,Line 492 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,493,,,Line 493 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,496,,,Line 496 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,501,,,Line 501 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,504,,,Line 504 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,533,,,Line 533 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,541,,,Line 541 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,546,,,Line 546 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,547,,,Line 547 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,563,,,Line 563 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,602,,,Line 602 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,623,,,Line 623 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,624,,,Line 624 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,625,,,Line 625 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,626,,,Line 626 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,627,,,Line 627 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,628,,,Line 628 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,629,,,Line 629 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,650,,,Line 650 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,707,,,Line 707 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,710,,,Line 710 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long statement,737,,,Line 737 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long identifier,,,,Identifier 'config.system.num_agents' has 24 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,170,,,Identifier 'batched_last_observation' has 25 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,344,,,Identifier 'num_recurrent_chunks' has 21 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,428,,,Identifier 'batched_update_step' has 21 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,503,,,Identifier 'init_critic_hstate' has 21 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,570,,,Identifier 'init_learner_state' has 21 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,613,,,Identifier 'make_rec_eval_act_fn' has 22 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,624,,,Identifier 'config.system.num_updates_per_eval' has 33 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,624,,,Identifier 'config.system.num_updates_per_eval' has 33 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,666,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,file_level,Long identifier,676,,,Identifier 'unreplicate_batch_dim' has 24 characters (threshold: 20). Consider shortening.
dataset,rec_ippo.py,_get_advantages,Magic number,200,,,Magic number 16 found in '_get_advantages'. Define as UNROLL_FACTOR = 16.
dataset,rec_ippo.py,_actor_loss_fn,Magic number,232,,,Magic number 1e-8 found in '_actor_loss_fn'. Define as EPSILON = 1e-8.
dataset,rec_ippo.py,_critic_loss_fn,Magic number,268,,,Magic number 0.5 found in '_critic_loss_fn'. Define as VALUE_LOSS_COEF = 0.5.
dataset,rec_ippo.py,learner_setup,Magic number,483,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPS = 1e-5.
dataset,rec_ippo.py,learner_setup,Magic number,487,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPS = 1e-5.
dataset,rec_ippo.py,run_experiment,Magic number,603,,,Magic number 4 found in 'run_experiment'. Define as NUM_KEYS = 4.
dataset,rec_ippo.py,run_experiment,Magic number,655,,,Magic number -jnp.inf found in 'run_experiment'. Define as INIT_MAX_RETURN = -jnp.inf.
dataset,rec_ippo.py,file_level,Long lambda function,108,,,Lambda at line 108 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,132,,,Lambda at line 132 has 95 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,170,,,Lambda at line 170 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,348,,,Lambda at line 348 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,359,,,Lambda at line 359 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,491,,,Lambda at line 491 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,546,,,Lambda at line 546 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,563,,,Lambda at line 563 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,_update_minibatch,Long message chain,258,,,Message chain at line 258 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,rec_ippo.py,_update_minibatch,Long message chain,259,,,Message chain at line 259 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,rec_ippo.py,_update_minibatch,Long message chain,260,,,Message chain at line 260 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_ippo.py,_update_step,Complex method,,61,317,Method '_update_step' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_ippo.py,_update_epoch,Complex method,,153,305,Method '_update_epoch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_ippo.py,_update_minibatch,Complex method,,156,283,Method '_update_minibatch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_ippo.py,_update_step,Long method,,61,316,Method '_update_step' has 256 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_ippo.py,learner_setup,Long method,,349,447,Method 'learner_setup' has 99 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_ippo.py,run_experiment,Long method,,451,570,Method 'run_experiment' has 120 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_ippo.py,_actor_loss_fn,Long parameter list,162,,,Method '_actor_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object for actor loss calculation.
dataset,ff_ippo.py,file_level,Long statement,98,,,Line 98 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,205,,,Line 205 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,294,,,Line 294 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,338,,,Line 338 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,409,,,Line 409 has 125 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,414,,,Line 414 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,438,,,Line 438 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,442,,,Line 442 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,483,,,Line 483 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,520,,,Line 520 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,555,,,Line 555 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long statement,559,,,Line 559 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long identifier,45,,,Identifier 'check_total_timesteps' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_ippo.py,file_level,Long identifier,47,,,Identifier 'get_final_step_metrics' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_ippo.py,file_level,Long identifier,477,,,Identifier 'check_total_timesteps' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_ippo.py,file_level,Long identifier,483,,,Identifier 'num_updates_per_eval' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_ippo.py,file_level,Long identifier,520,,,Identifier 'get_final_step_metrics' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_ippo.py,file_level,Long identifier,530,,,Identifier 'unreplicate_batch_dim' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_ippo.py,file_level,Long identifier,559,,,Identifier 'abs_metric_evaluator' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_ippo.py,_get_advantages,Magic number,140,,,Magic number 1e-8 found in '_get_advantages'. Define as EPSILON = 1e-8.
dataset,ff_ippo.py,_actor_loss_fn,Magic number,177,,,Magic number 1e-8 found in '_actor_loss_fn'. Define as EPSILON = 1e-8.
dataset,ff_ippo.py,learner_setup,Magic number,378,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_ippo.py,learner_setup,Magic number,382,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_ippo.py,file_level,Long lambda function,98,,,Lambda at line 98 has 95 characters (threshold: 80). Convert to named function.
dataset,ff_ippo.py,file_level,Long lambda function,414,,,Lambda at line 414 has 89 characters (threshold: 80). Convert to named function.
dataset,ff_ippo.py,file_level,Long lambda function,438,,,Lambda at line 438 has 88 characters (threshold: 80). Convert to named function.
dataset,ff_ippo.py,get_final_step_metrics,Long message chain,520,,,Message chain at line 520 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_mappo.py,_update_step,Complex method,,56,300,Method '_update_step' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_mappo.py,_update_epoch,Complex method,,141,288,Method '_update_epoch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_mappo.py,_update_minibatch,Complex method,,144,266,Method '_update_minibatch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_mappo.py,get_learner_fn,Long method,,45,330,Method 'get_learner_fn' has 286 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_mappo.py,learner_setup,Long method,,333,431,Method 'learner_setup' has 99 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_mappo.py,run_experiment,Long method,,435,553,Method 'run_experiment' has 119 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_mappo.py,_actor_loss_fn,Long parameter list,150,,,Method '_actor_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,ff_mappo.py,actor_grad_fn,Long parameter list,206,,,Method 'actor_grad_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,ff_mappo.py,file_level,Long statement,92,,,Line 92 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,217,,,Line 217 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,278,,,Line 278 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,322,,,Line 322 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,393,,,Line 393 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,399,,,Line 399 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,422,,,Line 422 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,445,,,Line 445 has 121 characters (threshold: 120). Break into multiple lines.
